,mean_test_score,mean_train_score,param_C,param_degree,param_gamma,param_kernel,params,split0test_score,split0train_score,split1test_score,split1train_score,split2test_score,split2train_score
0,0.07305374525389434,0.07305414135914402,1,2,auto,poly,"{'gammas': 'auto', 'kernel': 'poly', 'degree': 2, 'C': 1}",0.06829035339063992,0.07543566483647648,0.07449856733524356,0.07233229887801385,0.07637231503579953,0.07139446036294174
1,0.07305374525389434,0.07305414135914402,1,3,auto,poly,"{'gammas': 'auto', 'kernel': 'poly', 'degree': 3, 'C': 1}",0.06829035339063992,0.07543566483647648,0.07449856733524356,0.07233229887801385,0.07637231503579953,0.07139446036294174
2,0.07305374525389434,0.07305414135914402,1,5,auto,poly,"{'gammas': 'auto', 'kernel': 'poly', 'degree': 5, 'C': 1}",0.06829035339063992,0.07543566483647648,0.07449856733524356,0.07233229887801385,0.07637231503579953,0.07139446036294174
3,0.07305374525389434,0.07305414135914402,10,2,auto,poly,"{'gammas': 'auto', 'kernel': 'poly', 'degree': 2, 'C': 10}",0.06829035339063992,0.07543566483647648,0.07449856733524356,0.07233229887801385,0.07637231503579953,0.07139446036294174
4,0.07305374525389434,0.07305414135914402,10,3,auto,poly,"{'gammas': 'auto', 'kernel': 'poly', 'degree': 3, 'C': 10}",0.06829035339063992,0.07543566483647648,0.07449856733524356,0.07233229887801385,0.07637231503579953,0.07139446036294174
5,0.07305374525389434,0.07305414135914402,10,5,auto,poly,"{'gammas': 'auto', 'kernel': 'poly', 'degree': 5, 'C': 10}",0.06829035339063992,0.07543566483647648,0.07449856733524356,0.07233229887801385,0.07637231503579953,0.07139446036294174
6,0.07321293022683288,0.07361123176336441,20,2,auto,poly,"{'gammas': 'auto', 'kernel': 'poly', 'degree': 2, 'C': 20}",0.06876790830945559,0.07567438529481976,0.07449856733524356,0.0728097397947004,0.07637231503579953,0.07234957020057306
7,0.07305374525389434,0.07305414135914402,20,3,auto,poly,"{'gammas': 'auto', 'kernel': 'poly', 'degree': 3, 'C': 20}",0.06829035339063992,0.07543566483647648,0.07449856733524356,0.07233229887801385,0.07637231503579953,0.07139446036294174
8,0.07305374525389434,0.07305414135914402,20,5,auto,poly,"{'gammas': 'auto', 'kernel': 'poly', 'degree': 5, 'C': 20}",0.06829035339063992,0.07543566483647648,0.07449856733524356,0.07233229887801385,0.07637231503579953,0.07139446036294174
9,0.0738496701185871,0.0743274881401685,30,2,auto,poly,"{'gammas': 'auto', 'kernel': 'poly', 'degree': 2, 'C': 30}",0.06972301814708691,0.07591310575316304,0.07545367717287488,0.07352590116973025,0.07637231503579953,0.07354345749761222
10,0.07305374525389434,0.07305414135914402,30,3,auto,poly,"{'gammas': 'auto', 'kernel': 'poly', 'degree': 3, 'C': 30}",0.06829035339063992,0.07543566483647648,0.07449856733524356,0.07233229887801385,0.07637231503579953,0.07139446036294174
11,0.07305374525389434,0.07305414135914402,30,5,auto,poly,"{'gammas': 'auto', 'kernel': 'poly', 'degree': 5, 'C': 30}",0.06829035339063992,0.07543566483647648,0.07449856733524356,0.07233229887801385,0.07637231503579953,0.07139446036294174
